index,section,text,is_burden,part
340,"REG Emergency procedure, plans or public safety information",s. 8),0,INFORMATION AND COMMUNICATIONS STANDARDS
341,REG Accessible websites and web content,"The Government of Ontario and the Legislative Assembly shall make their internet and intranet websites and web content conform with the World Wide Web Consortium Web Content Accessibility Guidelines (WCAG) 2.0, at Level AA, and shall do so in accordance with the schedule set out in this section.    ",1,INFORMATION AND COMMUNICATIONS STANDARDS
342,REG Accessible websites and web content,"Designated public sector organizations and large organizations shall make their internet websites and web content conform with the World Wide Web Consortium Web Content Accessibility Guidelines (WCAG) 2.0, initially at Level A and increasing to Level AA, and shall do so in accordance with the schedule set out in this section.    ",1,INFORMATION AND COMMUNICATIONS STANDARDS
343,REG Accessible websites and web content,"The Government of Ontario and the Legislative Assembly, for both their internet and intranet sites, shall meet the requirements in this section in accordance with the following schedule: By January 1, 2012, new internet and intranet websites and web content on those sites must conform with WCAG 2.0 Level AA, other than,  success criteria 1.2.4 Captions (Live), and  success criteria 1.2.5 Audio Descriptions (Pre-recorded).",1,INFORMATION AND COMMUNICATIONS STANDARDS
344,REG Accessible websites and web content,"By January 1, 2016, all internet websites and web content must conform with WCAG 2.0 Level AA, other than,  success criteria 1.2.4 Captions (Live), and  success criteria 1.2.5 Audio Descriptions (Pre-recorded).",1,INFORMATION AND COMMUNICATIONS STANDARDS
345,REG Accessible websites and web content,"By January 1, 2020, all internet and intranet websites and web content must conform with WCAG 2.0 Level AA.    ",1,INFORMATION AND COMMUNICATIONS STANDARDS
346,REG Accessible websites and web content,"Designated public sector organizations and large organizations for their internet websites shall meet the requirements of this section in accordance with the following schedule: By January 1, 2014, new internet websites and web content on those sites must conform with WCAG 2.0 Level A.",1,INFORMATION AND COMMUNICATIONS STANDARDS
347,REG Accessible websites and web content,"By January 1, 2021, all internet websites and web content must conform with WCAG 2.0 Level AA, other than,  success criteria 1.2.4 Captions (Live), and  success criteria 1.2.5 Audio Descriptions (Pre-recorded).    ",1,INFORMATION AND COMMUNICATIONS STANDARDS
348,REG Accessible websites and web content,"Except where meeting the requirement is not practicable, this section applies, to websites and web content, including web-based applications, that an organization controls directly or through a contractual relationship that allows for modification of the product; and to web content published on a website after January 1, 20   In determining whether meeting the requirements of this section is not practicable, organizations referenced in subsections  and  may consider, among other things, the availability of commercial software or tools or both; and significant impact on an implementation timeline that is planned or initiated before January 1, 20   In this section, “extranet website” means a controlled extension of the intranet, or internal network of an organization to outside users over the Internet; (“site Web extranet”)",0,INFORMATION AND COMMUNICATIONS STANDARDS
349,REG Accessible websites and web content,“,0,INFORMATION AND COMMUNICATIONS STANDARDS
350,REG Accessible websites and web content,"internet website” means a collection of related web pages, images, videos or other digital assets that are addressed relative to a common Uniform Resource Identifier (URI) and is accessible to the public;",0,INFORMATION AND COMMUNICATIONS STANDARDS
351,REG Accessible websites and web content,(“site Web Internet,0,INFORMATION AND COMMUNICATIONS STANDARDS
352,REG Accessible websites and web content,”,0,INFORMATION AND COMMUNICATIONS STANDARDS
353,REG Accessible websites and web content,) “intranet website” means an organization’s internal website that is used to privately and securely share any part of the organization’s information or operational systems within the organization and includes extranet websites; (“site Web intranet”),0,INFORMATION AND COMMUNICATIONS STANDARDS
354,REG Accessible websites and web content,“,0,INFORMATION AND COMMUNICATIONS STANDARDS
355,REG Accessible websites and web content,new internet website” means either a website with a new domain name or a website with an existing domain name undergoing a significant refresh;,0,INFORMATION AND COMMUNICATIONS STANDARDS
356,REG Accessible websites and web content,(“nouveau site Web Internet,0,INFORMATION AND COMMUNICATIONS STANDARDS
357,REG Accessible websites and web content,”,0,INFORMATION AND COMMUNICATIONS STANDARDS
358,REG Accessible websites and web content,) “new intranet website” means either an intranet website with a new domain name or an intranet website with an existing domain name undergoing a significant refresh;,0,INFORMATION AND COMMUNICATIONS STANDARDS
359,REG Accessible websites and web content,(“nouveau site Web intranet”,0,INFORMATION AND COMMUNICATIONS STANDARDS
360,REG Accessible websites and web content,") “Web Content Accessibility Guidelines” means the World Wide Web Consortium Recommendation, dated December 2008, entitled “Web Content Accessibility Guidelines (WCAG) 2.0”; (“Règles pour l’accessibilité des contenus Web’’)",0,INFORMATION AND COMMUNICATIONS STANDARDS
361,REG Accessible websites and web content,“web page,0,INFORMATION AND COMMUNICATIONS STANDARDS
362,REG Accessible websites and web content,” means a non-embedded resource obtained from a single Uniform Resource Identifier (URI) using Hypertext Transfer Protocol (HTTP) and any other resources that are used in the rendering or intended to be rendered together with it by a user agent.  ,0,INFORMATION AND COMMUNICATIONS STANDARDS
